Gene	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
YALI0_A03883g	4952.CAG83663	0	2212	KOG4121@1|root,KOG4121@2759|Eukaryota,38E2N@33154|Opisthokonta,3NTX6@4751|Fungi,3QKDG@4890|Ascomycota,3RRUA@4891|Saccharomycetes	4891|Saccharomycetes	UY	to Saccharomyces cerevisiae NUP133 (YKR082W)	NUP133	GO:0000122,GO:0000972,GO:0000973,GO:0003674,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005635,GO:0005643,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006281,GO:0006302,GO:0006325,GO:0006342,GO:0006344,GO:0006348,GO:0006355,GO:0006357,GO:0006403,GO:0006405,GO:0006406,GO:0006409,GO:0006606,GO:0006611,GO:0006725,GO:0006807,GO:0006810,GO:0006886,GO:0006913,GO:0006950,GO:0006974,GO:0006996,GO:0006997,GO:0008104,GO:0008150,GO:0008152,GO:0009266,GO:0009408,GO:0009628,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0012505,GO:0015031,GO:0015833,GO:0015931,GO:0016020,GO:0016021,GO:0016043,GO:0016458,GO:0016973,GO:0017038,GO:0017056,GO:0019219,GO:0019222,GO:0030466,GO:0031080,GO:0031081,GO:0031224,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0031503,GO:0031967,GO:0031975,GO:0031990,GO:0032991,GO:0033036,GO:0033365,GO:0033554,GO:0034397,GO:0034398,GO:0034504,GO:0034605,GO:0034613,GO:0034629,GO:0034641,GO:0035392,GO:0040029,GO:0042886,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044260,GO:0044422,GO:0044424,GO:0044425,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0045184,GO:0045814,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0045944,GO:0046483,GO:0046907,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050000,GO:0050657,GO:0050658,GO:0050789,GO:0050794,GO:0050896,GO:0051028,GO:0051031,GO:0051168,GO:0051169,GO:0051170,GO:0051171,GO:0051172,GO:0051173,GO:0051179,GO:0051234,GO:0051236,GO:0051252,GO:0051253,GO:0051254,GO:0051276,GO:0051640,GO:0051641,GO:0051649,GO:0051664,GO:0051668,GO:0051716,GO:0060255,GO:0065007,GO:0070727,GO:0071166,GO:0071426,GO:0071427,GO:0071431,GO:0071702,GO:0071704,GO:0071705,GO:0071840,GO:0072594,GO:0080090,GO:0090304,GO:0097064,GO:1901360,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:2000112,GO:2000113,GO:2001141	-	ko:K14300	ko03013,map03013	M00427	-	-	ko00000,ko00001,ko00002,ko03019,ko03036	1.I.1	-	-	Nucleoporin_C,Nucleoporin_N
YALI0_A03905g	4952.CAG83664	2.65E-220	608	COG5106@1|root,KOG3031@2759|Eukaryota,39R5N@33154|Opisthokonta,3NV15@4751|Fungi,3QMY0@4890|Ascomycota,3RQZS@4891|Saccharomycetes	4891|Saccharomycetes	J	to Saccharomyces cerevisiae RPF2 (YKR081C)	RPF2	GO:0000027,GO:0000460,GO:0000463,GO:0000466,GO:0000470,GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0006996,GO:0008097,GO:0008150,GO:0008152,GO:0008312,GO:0009987,GO:0010467,GO:0016043,GO:0016070,GO:0016072,GO:0019843,GO:0022607,GO:0022613,GO:0022618,GO:0030684,GO:0030687,GO:0031974,GO:0031981,GO:0032991,GO:0034470,GO:0034622,GO:0034641,GO:0034660,GO:0042254,GO:0042255,GO:0042273,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046483,GO:0065003,GO:0070013,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1902626,GO:1990904	-	ko:K14847	-	-	-	-	ko00000,ko03009	-	-	-	Brix
YALI0_A03927g	4952.CAG83665	0	1534	COG0507@1|root,KOG0987@2759|Eukaryota,38G42@33154|Opisthokonta,3NTY9@4751|Fungi,3QPI6@4890|Ascomycota,3RR5B@4891|Saccharomycetes	4891|Saccharomycetes	L	5' to 3' DNA replicative helicase recruited to paused replisomes to promote fork progression throughout nonhistone protein-DNA complexes, naturally occurring impediments that are encountered in each S phase where replication forks pauses. Required for timely replication of the telomere and subtelomeric DNA and for wild-type levels of telomeric silencing. Involved in DNA repair during stalled replication fork, regulation of fragile sites expression and essential for genome stability. Plays also a role in mtDNA replication. Has G-quadruplex (G4) unwinding activity and can suppress G4-induced genome instability when PIF1 levels are low	RRM3	GO:0000002,GO:0000228,GO:0000781,GO:0000784,GO:0000785,GO:0000790,GO:0000792,GO:0003674,GO:0003678,GO:0003824,GO:0004003,GO:0004386,GO:0004857,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005657,GO:0005694,GO:0005720,GO:0005724,GO:0005737,GO:0005739,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006275,GO:0006725,GO:0006807,GO:0006996,GO:0007005,GO:0008026,GO:0008094,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010521,GO:0010556,GO:0010558,GO:0010605,GO:0010639,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019219,GO:0019222,GO:0030234,GO:0031297,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031933,GO:0031974,GO:0031981,GO:0032204,GO:0032205,GO:0032210,GO:0032211,GO:0032392,GO:0032508,GO:0033043,GO:0033044,GO:0034641,GO:0034645,GO:0042623,GO:0043086,GO:0043139,GO:0043141,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043596,GO:0044092,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044444,GO:0044446,GO:0044454,GO:0044464,GO:0044806,GO:0045005,GO:0045934,GO:0046483,GO:0048519,GO:0048523,GO:0050789,GO:0050790,GO:0050794,GO:0051052,GO:0051053,GO:0051128,GO:0051129,GO:0051171,GO:0051172,GO:0051276,GO:0051338,GO:0051348,GO:0051972,GO:0051974,GO:0060255,GO:0065007,GO:0065008,GO:0065009,GO:0070013,GO:0070035,GO:0071103,GO:0071704,GO:0071840,GO:0071932,GO:0080090,GO:0090304,GO:0090329,GO:0097046,GO:0098687,GO:0098772,GO:0140097,GO:1901360,GO:1901576,GO:1904356,GO:1904357,GO:2000112,GO:2000113,GO:2000278,GO:2000279,GO:2000621,GO:2001251	3.6.4.12	ko:K15255	-	-	-	-	ko00000,ko01000,ko03029,ko03032	-	-	-	Herpes_Helicase,PIF1
YALI0_A03949g	4952.CAG83666	0	1873	KOG2262@1|root,KOG2262@2759|Eukaryota,38D6E@33154|Opisthokonta,3NUA6@4751|Fungi,3QJQX@4890|Ascomycota,3RRP6@4891|Saccharomycetes	4891|Saccharomycetes	T	oligopeptide transporter	OPT6	GO:0000138,GO:0000322,GO:0000323,GO:0000324,GO:0001558,GO:0003674,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005777,GO:0005794,GO:0005795,GO:0005886,GO:0005887,GO:0006810,GO:0006857,GO:0006996,GO:0007033,GO:0008150,GO:0009987,GO:0012505,GO:0015833,GO:0016020,GO:0016021,GO:0016043,GO:0019725,GO:0022603,GO:0022604,GO:0022857,GO:0030307,GO:0031224,GO:0031226,GO:0031984,GO:0031985,GO:0032368,GO:0032879,GO:0033043,GO:0035672,GO:0035673,GO:0040008,GO:0042144,GO:0042579,GO:0042592,GO:0042886,GO:0042887,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043269,GO:0044070,GO:0044088,GO:0044422,GO:0044424,GO:0044425,GO:0044431,GO:0044444,GO:0044446,GO:0044459,GO:0044464,GO:0045454,GO:0045927,GO:0048284,GO:0048518,GO:0048522,GO:0048638,GO:0048639,GO:0050789,GO:0050793,GO:0050794,GO:0051049,GO:0051094,GO:0051128,GO:0051130,GO:0051179,GO:0051234,GO:0051510,GO:0051512,GO:0051513,GO:0051515,GO:0055085,GO:0061024,GO:0061025,GO:0061091,GO:0065007,GO:0065008,GO:0071702,GO:0071705,GO:0071840,GO:0071944,GO:0097035,GO:0097576,GO:0098791,GO:1904680,GO:1905952,GO:2001138	-	-	-	-	-	-	-	-	-	-	OPT
YALI0_A04323g	4952.CAG83674	1.15E-199	553	2BDIS@1|root,2S12R@2759|Eukaryota,39Z18@33154|Opisthokonta,3P7R4@4751|Fungi,3QZHC@4890|Ascomycota,3RVM3@4891|Saccharomycetes	4891|Saccharomycetes	S	NmrA-like family	-	-	-	-	-	-	-	-	-	-	-	-	NmrA
YALI0_A04345g	4952.CAG83675	5.95E-265	724	COG5157@1|root,KOG3786@2759|Eukaryota,38GJ4@33154|Opisthokonta,3NYM4@4751|Fungi,3QR46@4890|Ascomycota,3RSM3@4891|Saccharomycetes	4891|Saccharomycetes	K	to Saccharomyces cerevisiae CDC73 (YLR418C)	CDC73	GO:0000018,GO:0000414,GO:0000416,GO:0000428,GO:0000785,GO:0000988,GO:0000989,GO:0000993,GO:0001076,GO:0001098,GO:0001099,GO:0001932,GO:0001934,GO:0003674,GO:0003682,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005694,GO:0006139,GO:0006282,GO:0006351,GO:0006354,GO:0006355,GO:0006356,GO:0006357,GO:0006360,GO:0006362,GO:0006366,GO:0006368,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0008023,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009891,GO:0009892,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010562,GO:0010604,GO:0010605,GO:0010628,GO:0010638,GO:0016043,GO:0016070,GO:0016071,GO:0016591,GO:0016593,GO:0018130,GO:0019219,GO:0019220,GO:0019222,GO:0019438,GO:0019899,GO:0022607,GO:0022613,GO:0022618,GO:0030880,GO:0031056,GO:0031058,GO:0031060,GO:0031062,GO:0031123,GO:0031124,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031328,GO:0031396,GO:0031399,GO:0031401,GO:0031974,GO:0031981,GO:0032268,GO:0032270,GO:0032774,GO:0032784,GO:0032786,GO:0032968,GO:0032991,GO:0033043,GO:0033044,GO:0033182,GO:0034243,GO:0034402,GO:0034622,GO:0034641,GO:0034645,GO:0034654,GO:0035327,GO:0042325,GO:0042327,GO:0043170,GO:0043175,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0044877,GO:0045309,GO:0045893,GO:0045910,GO:0045934,GO:0045935,GO:0045937,GO:0045943,GO:0045944,GO:0046483,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0050789,GO:0050794,GO:0050815,GO:0051052,GO:0051053,GO:0051128,GO:0051130,GO:0051171,GO:0051172,GO:0051173,GO:0051174,GO:0051219,GO:0051246,GO:0051247,GO:0051252,GO:0051254,GO:0055029,GO:0060255,GO:0061695,GO:0065003,GO:0065007,GO:0070013,GO:0070063,GO:0071704,GO:0071826,GO:0071840,GO:0080090,GO:0080134,GO:0080135,GO:0090262,GO:0090304,GO:0097659,GO:0099122,GO:0140110,GO:1901360,GO:1901362,GO:1901407,GO:1901409,GO:1901576,GO:1902275,GO:1902494,GO:1902680,GO:1903320,GO:1903506,GO:1903508,GO:1905269,GO:1990234,GO:1990269,GO:2000112,GO:2000819,GO:2001020,GO:2001141,GO:2001163,GO:2001165,GO:2001166,GO:2001173,GO:2001207,GO:2001209,GO:2001252,GO:2001253,GO:2001255	-	ko:K15175	-	-	-	-	ko00000,ko03021	-	-	-	CDC73_C,CDC73_N
YALI0_A04367g	4952.CAG83676	1.11E-147	416	KOG0092@1|root,KOG0092@2759|Eukaryota,38HB3@33154|Opisthokonta,3NY6F@4751|Fungi,3QPQZ@4890|Ascomycota,3RRSE@4891|Saccharomycetes	33154|Opisthokonta	U	to Saccharomyces cerevisiae YPT53 (YNL093W) and VPS21 (YOR089C)	YPT52	GO:0000322,GO:0000323,GO:0000324,GO:0000329,GO:0003674,GO:0003824,GO:0003924,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005770,GO:0005773,GO:0005774,GO:0006605,GO:0006623,GO:0006810,GO:0006886,GO:0006892,GO:0006895,GO:0006897,GO:0006996,GO:0007032,GO:0007034,GO:0008104,GO:0008150,GO:0009987,GO:0010256,GO:0012505,GO:0015031,GO:0015833,GO:0016020,GO:0016043,GO:0016050,GO:0016192,GO:0016197,GO:0016462,GO:0016482,GO:0016787,GO:0016817,GO:0016818,GO:0017111,GO:0022607,GO:0031090,GO:0031410,GO:0031982,GO:0032509,GO:0032511,GO:0033036,GO:0033365,GO:0034613,GO:0036010,GO:0036257,GO:0036258,GO:0042886,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044085,GO:0044422,GO:0044424,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0045184,GO:0045324,GO:0046907,GO:0048193,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0070727,GO:0070925,GO:0071702,GO:0071705,GO:0071840,GO:0071985,GO:0072594,GO:0072665,GO:0072666,GO:0097708,GO:0098588,GO:0098657,GO:0098805,GO:0098852	-	ko:K07889,ko:K17785	ko04014,ko04144,ko04145,ko04962,ko05146,ko05152,map04014,map04144,map04145,map04962,map05146,map05152	-	-	-	ko00000,ko00001,ko03029,ko04031,ko04131,ko04147	-	-	-	Ras
YALI0_A04609g	4952.CAG83681	0	2392	28INE@1|root,2QQZD@2759|Eukaryota,39SSK@33154|Opisthokonta,3NU2I@4751|Fungi,3QK86@4890|Ascomycota,3RRWP@4891|Saccharomycetes	4891|Saccharomycetes	S	to Saccharomyces cerevisiae RAX2 (YLR084C)	-	GO:0000278,GO:0000281,GO:0000282,GO:0000910,GO:0005575,GO:0005618,GO:0005621,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005783,GO:0005886,GO:0005933,GO:0005935,GO:0006996,GO:0007010,GO:0007049,GO:0007163,GO:0008150,GO:0008360,GO:0009277,GO:0009987,GO:0012505,GO:0016020,GO:0016043,GO:0022402,GO:0022603,GO:0022604,GO:0030010,GO:0030029,GO:0030036,GO:0030312,GO:0030427,GO:0032878,GO:0035838,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044425,GO:0044426,GO:0044444,GO:0044459,GO:0044462,GO:0044464,GO:0048518,GO:0048522,GO:0050789,GO:0050793,GO:0050794,GO:0051128,GO:0051286,GO:0051301,GO:0061160,GO:0061161,GO:0061172,GO:0061173,GO:0061640,GO:0065007,GO:0065008,GO:0071840,GO:0071944,GO:1902929,GO:1903047,GO:2000099,GO:2000100,GO:2000114,GO:2000247,GO:2000769,GO:2000771	-	-	-	-	-	-	-	-	-	-	Rax2
YALI0_A04653g	4952.CAG83683	0	943	KOG0772@1|root,KOG0772@2759|Eukaryota,38FE9@33154|Opisthokonta,3NV0U@4751|Fungi,3QK5G@4890|Ascomycota,3RWDM@4891|Saccharomycetes	4891|Saccharomycetes	S	WD40 repeats	-	-	-	-	-	-	-	-	-	-	-	-	-
YALI0_A04675g	4952.CAG83684	1.65E-107	311	COG0494@1|root,KOG2839@2759|Eukaryota,3A10T@33154|Opisthokonta,3P42T@4751|Fungi,3RK9K@4890|Ascomycota,3RU95@4891|Saccharomycetes	4891|Saccharomycetes	T	diphosphoinositol polyphosphate phosphohydrolase	-	-	3.6.1.52	ko:K07766	-	-	-	-	ko00000,ko01000	-	-	-	NUDIX
YALI0_A04697g	4952.CAG83685	0	1473	KOG0610@1|root,KOG0610@2759|Eukaryota,38ERQ@33154|Opisthokonta,3NUP7@4751|Fungi,3QMER@4890|Ascomycota,3RRQ4@4891|Saccharomycetes	4891|Saccharomycetes	T	to Saccharomyces cerevisiae KIN82 (YCR091W) and YNR047W	-	GO:0000749,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005886,GO:0005937,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006820,GO:0006869,GO:0007154,GO:0007165,GO:0008150,GO:0008152,GO:0009987,GO:0010033,GO:0010876,GO:0015711,GO:0015748,GO:0015914,GO:0016020,GO:0016043,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019236,GO:0019538,GO:0023052,GO:0030427,GO:0031136,GO:0031137,GO:0031139,GO:0032368,GO:0032370,GO:0032879,GO:0033036,GO:0034204,GO:0035556,GO:0036211,GO:0042221,GO:0042995,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043269,GO:0043270,GO:0043332,GO:0043412,GO:0043900,GO:0043902,GO:0044070,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044463,GO:0044464,GO:0045332,GO:0046777,GO:0046999,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0050896,GO:0051049,GO:0051050,GO:0051128,GO:0051130,GO:0051179,GO:0051234,GO:0051286,GO:0051716,GO:0061024,GO:0061091,GO:0061092,GO:0065007,GO:0065008,GO:0070887,GO:0071310,GO:0071444,GO:0071702,GO:0071704,GO:0071840,GO:0071944,GO:0097035,GO:0120025,GO:0120038,GO:0140096,GO:1901564,GO:1903793,GO:1905952,GO:1905954,GO:2000241,GO:2000243,GO:2001138,GO:2001140	-	ko:K08286	-	-	-	-	ko00000,ko01000	-	-	-	Pkinase
YALI0_A04895g	4952.CAG83691	2.36E-130	370	KOG4680@1|root,KOG4680@2759|Eukaryota,3A444@33154|Opisthokonta,3P3WJ@4751|Fungi,3QW4K@4890|Ascomycota,3RUX0@4891|Saccharomycetes	4891|Saccharomycetes	S	Phosphatidylglycerol phosphatidylinositol transfer protein	NPC2	GO:0000322,GO:0000323,GO:0000324,GO:0000328,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005775,GO:0006810,GO:0006869,GO:0008150,GO:0010876,GO:0015850,GO:0015918,GO:0031974,GO:0032365,GO:0032366,GO:0033036,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044422,GO:0044424,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0046907,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0070013,GO:0071702	-	-	-	-	-	-	-	-	-	-	E1_DerP2_DerF2
YALI0_A04917g	4952.CAG83692	2.12E-294	803	COG0672@1|root,2QQ3X@2759|Eukaryota,39TSP@33154|Opisthokonta,3Q2ZK@4751|Fungi,3RK11@4890|Ascomycota,3RR18@4891|Saccharomycetes	4891|Saccharomycetes	P	to Saccharomyces cerevisiae FTH1 (YBR207W)	FTH2	-	-	ko:K07243	-	-	-	-	ko00000,ko02000	2.A.108.1,2.A.108.2	-	-	FTR1
YALI0_A04939g	4952.CAG83693	0	1717	COG0513@1|root,KOG0347@2759|Eukaryota,38CPC@33154|Opisthokonta,3NUN6@4751|Fungi,3QJMP@4890|Ascomycota,3RS6U@4891|Saccharomycetes	4891|Saccharomycetes	A	Belongs to the DEAD box helicase family	MAK5	GO:0000460,GO:0000463,GO:0000466,GO:0000470,GO:0003674,GO:0003724,GO:0003824,GO:0004004,GO:0004386,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0005737,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008026,GO:0008150,GO:0008152,GO:0008186,GO:0009987,GO:0010467,GO:0010501,GO:0016070,GO:0016072,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0022613,GO:0031974,GO:0031981,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0042273,GO:0042623,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044085,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046483,GO:0070013,GO:0070035,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:1901360	3.6.4.13	ko:K14805	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	DEAD,Helicase_C
YALI0_A04983g	4952.CAG83695	1.21E-244	671	KOG1639@1|root,KOG1639@2759|Eukaryota,38FVN@33154|Opisthokonta,3NXAI@4751|Fungi,3QS0B@4890|Ascomycota,3RSWT@4891|Saccharomycetes	4891|Saccharomycetes	I	to Saccharomyces cerevisiae TSC13 (YDL015C)	TSC13	GO:0000038,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005783,GO:0005789,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009987,GO:0012505,GO:0016020,GO:0016021,GO:0016053,GO:0016491,GO:0019752,GO:0031224,GO:0031984,GO:0032787,GO:0042175,GO:0042761,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0046394,GO:0055114,GO:0071704,GO:0072330,GO:0098827,GO:1901576	1.3.1.93	ko:K10258	ko00062,ko01040,ko01110,ko01212,map00062,map01040,map01110,map01212	M00415	R07761,R09449,R10828	RC00052,RC00120	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	Steroid_dh
YALI0_A05115g	4952.CAG83698	3.91E-213	588	KOG4533@1|root,KOG4533@2759|Eukaryota,3A4VF@33154|Opisthokonta,3P3U4@4751|Fungi,3QS7Y@4890|Ascomycota,3RUVU@4891|Saccharomycetes	4891|Saccharomycetes	S	Saccharomyces cerevisiae YOR238W	-	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	-	-	-	-	-	-	-	-	-	-	-
YALI0_A05181g	4952.CAG83701	1.4E-301	826	KOG2823@1|root,KOG2823@2759|Eukaryota,39TJW@33154|Opisthokonta,3NZY5@4751|Fungi,3QNCV@4890|Ascomycota,3RTQY@4891|Saccharomycetes	4891|Saccharomycetes	S	to Saccharomyces cerevisiae NOP53 (YPL146C)	-	GO:0000054,GO:0000055,GO:0000463,GO:0000470,GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0006139,GO:0006364,GO:0006396,GO:0006403,GO:0006405,GO:0006611,GO:0006725,GO:0006807,GO:0006810,GO:0006886,GO:0006913,GO:0008104,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0015031,GO:0015833,GO:0015931,GO:0016070,GO:0016072,GO:0019843,GO:0022613,GO:0031503,GO:0031974,GO:0031981,GO:0033036,GO:0033750,GO:0034470,GO:0034613,GO:0034641,GO:0034660,GO:0042254,GO:0042273,GO:0042886,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044085,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0045184,GO:0046483,GO:0046907,GO:0050657,GO:0050658,GO:0051168,GO:0051169,GO:0051179,GO:0051234,GO:0051236,GO:0051640,GO:0051641,GO:0051649,GO:0051656,GO:0070013,GO:0070727,GO:0071166,GO:0071426,GO:0071428,GO:0071702,GO:0071704,GO:0071705,GO:0071840,GO:0090304,GO:0097159,GO:1901360,GO:1901363	-	ko:K14840	ko05168,map05168	-	-	-	ko00000,ko00001,ko03009	-	-	-	Nop53
YALI0_A05247g	4952.CAG83704	0	2637	KOG4645@1|root,KOG4645@2759|Eukaryota,38BG6@33154|Opisthokonta,3NVEY@4751|Fungi,3QMKD@4890|Ascomycota,3RTVW@4891|Saccharomycetes	4891|Saccharomycetes	T	to Saccharomyces cerevisiae SSK22 (YCR073C) and SSK2 (YNR031C)	SSK2	GO:0000131,GO:0000160,GO:0000161,GO:0000165,GO:0000186,GO:0001932,GO:0001934,GO:0003674,GO:0003779,GO:0003824,GO:0004672,GO:0004674,GO:0004709,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005933,GO:0005934,GO:0005935,GO:0005938,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006970,GO:0006972,GO:0007154,GO:0007165,GO:0007231,GO:0007234,GO:0007346,GO:0008092,GO:0008150,GO:0008152,GO:0009628,GO:0009893,GO:0009966,GO:0009967,GO:0009987,GO:0010562,GO:0010604,GO:0010638,GO:0010646,GO:0010647,GO:0010941,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019220,GO:0019222,GO:0019538,GO:0023014,GO:0023051,GO:0023052,GO:0023056,GO:0030427,GO:0031098,GO:0031323,GO:0031325,GO:0031399,GO:0031401,GO:0032147,GO:0032268,GO:0032270,GO:0032956,GO:0032970,GO:0033043,GO:0033554,GO:0033674,GO:0035556,GO:0036211,GO:0042325,GO:0042327,GO:0042981,GO:0043067,GO:0043085,GO:0043170,GO:0043405,GO:0043406,GO:0043408,GO:0043410,GO:0043412,GO:0043549,GO:0044093,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0045859,GO:0045860,GO:0045937,GO:0046777,GO:0048518,GO:0048522,GO:0048583,GO:0048584,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0051128,GO:0051130,GO:0051171,GO:0051173,GO:0051174,GO:0051246,GO:0051247,GO:0051338,GO:0051347,GO:0051403,GO:0051493,GO:0051495,GO:0051716,GO:0051726,GO:0060255,GO:0065007,GO:0065009,GO:0071214,GO:0071470,GO:0071474,GO:0071704,GO:0071900,GO:0071902,GO:0071944,GO:0080090,GO:0099568,GO:0104004,GO:0140096,GO:1901564,GO:1902531,GO:1902533,GO:2000249,GO:2000251	2.7.11.25	ko:K11230	ko02020,ko04011,map02020,map04011	-	-	-	ko00000,ko00001,ko01000,ko01001	-	-	-	Pkinase
