#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome V","NC_001137.3",451565,453235,"+",856883,"EMP65","YER140W","NP_011067.3",556,"Emp65p"
"chromosome V","NC_001137.3",453459,454919,"+",856884,"COX15","YER141W","NP_011068.1",486,"Cox15p"
"chromosome V","NC_001137.3",455146,456036,"-",856885,"MAG1","YER142C","NP_011069.1",296,"DNA-3-methyladenine glycosylase II"
"chromosome V","NC_001137.3",456319,457605,"+",856886,"DDI1","YER143W","NP_011070.3",428,"Ddi1p"
"chromosome V","NC_001137.3",457806,460223,"-",856887,"UBP5","YER144C","NP_011071.3",805,"putative ubiquitin-specific protease UBP5"
"chromosome V","NC_001137.3",460526,461740,"-",856888,"FTR1","YER145C","NP_011072.1",404,"high-affinity iron permease FTR1"
"chromosome V","NC_001137.3",462386,462823,"-",31009439,,"YER145C-A","NP_001335769.1",145,"uncharacterized protein YER145C-A"
"chromosome V","NC_001137.3",462585,462866,"+",856889,"LSM5","YER146W","NP_011073.1",93,"RNA-binding protein LSM5"
"chromosome V","NC_001137.3",462968,464842,"-",856890,"SCC4","YER147C","NP_011074.3",624,"cohesin-loading factor complex subunit SCC4"
"chromosome V","NC_001137.3",465303,466025,"+",856891,"SPT15","YER148W","NP_011075.3",240,"TATA-binding protein"
"chromosome V","NC_001137.3",466208,467470,"-",856892,"PEA2","YER149C","NP_011076.1",420,"Pea2p"
"chromosome XII","NC_001144.5",560797,561732,"-",850906,"PNP1","YLR209C","NP_013310.1",311,"purine-nucleoside phosphorylase"
"chromosome XII","NC_001144.5",562008,563390,"+",850907,"CLB4","YLR210W","NP_013311.1",460,"B-type cyclin CLB4"
"chromosome XII","NC_001144.5",563792,564531,"-",850908,"ATG38","YLR211C","NP_013312.2",226,"Atg38p"
"chromosome XII","NC_001144.5",564860,566281,"-",850909,"TUB4","YLR212C","NP_013313.1",473,"gamma-tubulin"
"chromosome XII","NC_001144.5",566654,567922,"-",850910,"CRR1","YLR213C","NP_013314.1",422,"putative glycosylase"
"chromosome XII","NC_001144.5",568567,570627,"+",850911,"FRE1","YLR214W","NP_013315.1",686,"ferric/cupric-chelate reductase"
"chromosome XII","NC_001144.5",570776,571858,"-",850912,"CDC123","YLR215C","NP_013316.1",360,"cell proliferation protein CDC123"
"chromosome XII","NC_001144.5",572096,573211,"-",850914,"CPR6","YLR216C","NP_013317.1",371,"peptidylprolyl isomerase CPR6"
"chromosome XII","NC_001144.5",573466,573918,"-",850915,"COA4","YLR218C","NP_013319.1",150,"Coa4p"
"chromosome XII","NC_001144.5",574151,576337,"+",850916,"MSC3","YLR219W","NP_013320.1",728,"Msc3p"
"chromosome XII","NC_001144.5",576825,577793,"+",850917,"CCC1","YLR220W","NP_013321.1",322,"Ccc1p"
"chromosome XII","NC_001144.5",578362,579024,"-",850918,"RSA3","YLR221C","NP_013322.1",220,"Rsa3p"
"chromosome XII","NC_001144.5",579318,581771,"-",850919,"UTP13","YLR222C","NP_013323.1",817,"Utp13p"
"chromosome XII","NC_001144.5",582233,585490,"-",850920,"IFH1","YLR223C","NP_013324.1",1085,"Ifh1p"
"chromosome XII","NC_001144.5",586464,587573,"+",850921,"UCC1","YLR224W","NP_013325.1",369,"Ucc1p"
"chromosome XII","NC_001144.5",587695,588918,"-",850922,,"YLR225C","NP_013326.1",407,"uncharacterized protein YLR225C"
"chromosome XII","NC_001144.5",589354,590541,"+",850923,"BUR2","YLR226W","NP_013327.1",395,"Bur2p"
"chromosome XII","NC_001144.5",590562,592043,"-",850924,"ADY4","YLR227C","NP_013328.1",493,"Ady4p"
"chromosome XII","NC_001144.5",593438,598706,"+",850927,,"YLR227W-B","NP_058171.1",1755,"gag-pol fusion protein"
"chromosome XII","NC_001144.5",593438,594760,"+",850926,,"YLR227W-A","NP_058172.1",440,"gag protein"
"chromosome XII","NC_001144.5",600019,602463,"-",850928,"ECM22","YLR228C","NP_013329.1",814,"Ecm22p"
"chromosome XII","NC_001144.5",604212,604787,"-",850930,"CDC42","YLR229C","NP_013330.1",191,"Rho family GTPase CDC42"
"chromosome XII","NC_001144.5",605758,607119,"-",850933,"BNA5","YLR231C","NP_013332.1",453,"kynureninase"
"chromosome XII","NC_001144.5",607425,609524,"-",850934,"EST1","YLR233C","NP_013334.1",699,"Est1p"
"chromosome XII","NC_001144.5",609783,611753,"+",850935,"TOP3","YLR234W","NP_013335.1",656,"DNA topoisomerase 3"
"chromosome XII","NC_001144.5",611794,612117,"-",850937,,"YLR236C","NP_001335797.1",107,"uncharacterized protein YLR236C"
"chromosome XII","NC_001144.5",612367,614163,"+",850938,"THI7","YLR237W","NP_013338.1",598,"thiamine transporter THI7"
"chromosome XII","NC_001144.5",614755,616191,"+",850939,"FAR10","YLR238W","NP_013339.1",478,"Far10p"
"chromosome V","NC_001137.3",468370,468816,"+",856893,"SPI1","YER150W","NP_011077.1",148,"Spi1p"
"chromosome V","NC_001137.3",469686,472424,"-",856895,"UBP3","YER151C","NP_011078.3",912,"mRNA-binding ubiquitin-specific protease UBP3"
"chromosome V","NC_001137.3",472657,473988,"-",856896,,"YER152C","NP_011079.3",443,"2-aminoadipate transaminase"
"chromosome V","NC_001137.3",474041,474805,"-",856897,"PET122","YER153C","NP_011080.1",254,"Pet122p"
"chromosome V","NC_001137.3",475020,476228,"+",856898,"OXA1","YER154W","NP_011081.1",402,"membrane insertase OXA1"
"chromosome V","NC_001137.3",476345,482848,"-",856899,"BEM2","YER155C","NP_011082.3",2167,"GTPase-activating protein BEM2"
"chromosome V","NC_001137.3",483325,484341,"-",856900,"MYG1","YER156C","NP_011083.3",338,"Myg1p"
"chromosome V","NC_001137.3",484788,487193,"+",856901,"COG3","YER157W","NP_011084.1",801,"Golgi transport complex subunit COG3"
"chromosome V","NC_001137.3",488857,490578,"-",856903,,"YER158C","NP_011085.1",573,"uncharacterized protein YER158C"
"chromosome V","NC_001137.3",491530,491958,"-",856904,"BUR6","YER159C","NP_011086.3",142,"negative cofactor 2 transcription regulator complex subunit BUR6"
"chromosome V","NC_001137.3",492856,498124,"-",856906,,"YER160C","NP_011087.3",1755,"gag-pol fusion protein"
"chromosome V","NC_001137.3",496802,498124,"-",856907,,"YER159C-A","NP_058156.1",440,"gag protein"
"chromosome V","NC_001137.3",499347,500348,"-",856908,"SPT2","YER161C","NP_011088.1",333,"Spt2p"
"chromosome V","NC_001137.3",500630,502894,"-",856909,"RAD4","YER162C","NP_011089.4",754,"Rad4p"
"chromosome V","NC_001137.3",503084,503782,"-",856910,"GCG1","YER163C","NP_011090.3",232,"gamma-glutamylcyclotransferase"
"chromosome V","NC_001137.3",505392,509798,"+",856911,"CHD1","YER164W","NP_011091.1",1468,"chromatin-remodeling ATPase CHD1"
"chromosome V","NC_001137.3",510373,512106,"+",856912,"PAB1","YER165W","NP_011092.1",577,"polyadenylate-binding protein"
"chromosome V","NC_001137.3",512744,517459,"+",856913,"DNF1","YER166W","NP_011093.3",1571,"aminophospholipid-translocating P4-type ATPase DNF1"
"chromosome V","NC_001137.3",518216,520771,"+",856914,"BCK2","YER167W","NP_011094.3",851,"Bck2p"
"chromosome V","NC_001137.3",521029,522669,"-",856915,"CCA1","YER168C","NP_011095.1",546,"tRNA adenylyltransferase"
"chromosome V","NC_001137.3",523369,525759,"+",856916,"RPH1","YER169W","NP_011096.1",796,"Rph1p"
"chromosome V","NC_001137.3",525974,526651,"+",856917,"ADK2","YER170W","NP_011097.3",225,"adenylate kinase ADK2"
"chromosome V","NC_001137.3",527082,529418,"+",856918,"RAD3","YER171W","NP_011098.3",778,"TFIIH/NER complex ATP-dependent 5\\'-3\\' DNA helicase subunit RAD3"
"chromosome V","NC_001137.3",529530,536021,"-",856919,"BRR2","YER172C","NP_011099.1",2163,"ATP-dependent RNA helicase BRR2"
"chromosome V","NC_001137.3",536300,538279,"+",856920,"RAD24","YER173W","NP_011100.1",659,"Rad24p"
"chromosome V","NC_001137.3",538434,539168,"-",856921,"GRX4","YER174C","NP_011101.3",244,"monothiol glutaredoxin GRX4"
"chromosome V","NC_001137.3",539464,540363,"-",856922,"TMT1","YER175C","NP_011102.3",299,"trans-aconitate 3-methyltransferase"
"chromosome XII","NC_001144.5",616332,617318,"-",850940,"LIP2","YLR239C","NP_013340.1",328,"lipoyl(octanoyl) transferase LIP2"
"chromosome XII","NC_001144.5",617533,620160,"+",850941,"VPS34","YLR240W","NP_013341.1",875,"phosphatidylinositol 3-kinase VPS34"
"chromosome XII","NC_001144.5",620473,622821,"+",850942,"CSC1","YLR241W","NP_013342.1",782,"Csc1p"
"chromosome XII","NC_001144.5",622918,623883,"-",850943,"ARV1","YLR242C","NP_013343.1",321,"sterol homeostasis protein ARV1"
"chromosome XII","NC_001144.5",624203,625021,"+",850944,"GPN3","YLR243W","NP_013344.1",272,"putative signal sequence-binding GTPase GPN3"
"chromosome XII","NC_001144.5",625168,626331,"-",850945,"MAP1","YLR244C","NP_013345.1",387,"methionine aminopeptidase MAP1"
"chromosome XII","NC_001144.5",626502,626930,"-",850946,"CDD1","YLR245C","NP_013346.1",142,"cytidine deaminase"
"chromosome XII","NC_001144.5",627118,628197,"+",850947,"ERF2","YLR246W","NP_013347.1",359,"palmitoyltransferase ERF2"
"chromosome XII","NC_001144.5",628684,633354,"-",850949,"IRC20","YLR247C","NP_013348.1",1556,"E3 ubiquitin-protein ligase IRC20"
"chromosome XII","NC_001144.5",634252,636084,"+",850950,"RCK2","YLR248W","NP_013349.1",610,"serine/threonine protein kinase RCK2"
"chromosome XII","NC_001144.5",636780,639914,"+",850951,"YEF3","YLR249W","NP_013350.1",1044,"translation elongation factor EF-3"
"chromosome XII","NC_001144.5",640317,641021,"+",850952,"SSP120","YLR250W","NP_013351.1",234,"Ssp120p"
"chromosome XII","NC_001144.5",641464,642057,"+",850953,"SYM1","YLR251W","NP_013352.1",197,"ethanol metabolism protein"
"chromosome XII","NC_001144.5",642627,644336,"+",850955,"CQD2","YLR253W","NP_013354.1",569,"Cqd2p"
"chromosome XII","NC_001144.5",644404,644973,"-",850956,"NDL1","YLR254C","NP_013355.1",189,"Ndl1p"
"chromosome XII","NC_001144.5",645600,645953,"-",850957,,"YLR255C","NP_001335798.1",117,"uncharacterized protein YLR255C"
"chromosome XII","NC_001144.5",646415,650923,"+",850958,"HAP1","YLR256W","NP_013357.1",1502,"Hap1p"
"chromosome XII","NC_001144.5",651117,652439,"+",850959,,"YLR256W-A","NP_058173.1",440,"gag protein"
"chromosome XII","NC_001144.5",658826,659791,"+",850961,,"YLR257W","NP_013358.1",321,"uncharacterized protein YLR257W"
"chromosome XII","NC_001144.5",660716,662833,"+",850962,"GSY2","YLR258W","NP_013359.1",705,"glycogen (starch) synthase GSY2"
"chromosome XII","NC_001144.5",663284,665002,"-",850963,"HSP60","YLR259C","NP_013360.1",572,"chaperone ATPase HSP60"
"chromosome XII","NC_001144.5",665844,667907,"+",850964,"LCB5","YLR260W","NP_013361.1",687,"sphinganine kinase LCB5"
"chromosome XII","NC_001144.5",668237,668563,"-",850965,"VPS63","YLR261C","NP_013362.1",108,"Vps63p"
"chromosome XII","NC_001144.5",668244,668891,"-",850966,"YPT6","YLR262C","NP_013363.1",215,"Rab family GTPase YPT6"
"chromosome XII","NC_001144.5",669468,669662,"-",850967,"TMA7","YLR262C-A","NP_013364.1",64,"Tma7p"
"chromosome XII","NC_001144.5",670340,672823,"+",850968,"RED1","YLR263W","NP_013365.1",827,"Red1p"
"chromosome XII","NC_001144.5",673131,673334,"+",850969,"RPS28B","YLR264W","NP_013366.1",67,"ribosomal 40S subunit protein S28B"
"chromosome XII","NC_001144.5",673828,673944,"-",1466417,,"YLR264C-A","NP_878129.1",38,"uncharacterized protein YLR264C-A"
"chromosome XII","NC_001144.5",674427,675455,"-",850970,"NEJ1","YLR265C","NP_013367.1",342,"Nej1p"
"chromosome XII","NC_001144.5",675619,677724,"-",850971,"PDR8","YLR266C","NP_013368.1",701,"Pdr8p"
"chromosome XII","NC_001144.5",678212,679924,"+",850972,"BOP2","YLR267W","NP_013369.1",570,"Bop2p"
"chromosome XII","NC_001144.5",680200,680844,"+",850973,"SEC22","YLR268W","NP_013370.1",214,"SNAP receptor SEC22"
"chromosome XII","NC_001144.5",681186,682238,"+",850974,"DCS1","YLR270W","NP_013372.1",350,"5\\'-(N(7)-methyl 5\\'-triphosphoguanosine)-(mRNA) diphosphatase"
"chromosome XII","NC_001144.5",682737,683561,"+",850976,"CMG1","YLR271W","NP_013373.1",274,"Cmg1p"
"chromosome XII","NC_001144.5",683672,687202,"-",850977,"YCS4","YLR272C","NP_013374.1",1176,"condensin subunit YCS4"
"chromosome XII","NC_001144.5",689083,691029,"-",850979,"PIG1","YLR273C","NP_013375.1",648,"protein phosphatase regulator PIG1"
"chromosome XII","NC_001144.5",691555,693882,"+",850980,"MCM5","YLR274W","NP_013376.1",775,"MCM DNA helicase complex subunit MCM5"
"chromosome XII","NC_001144.5",694378,694800,"+",850981,"SMD2","YLR275W","NP_013377.1",110,"mRNA splicing protein SMD2"
"chromosome XII","NC_001144.5",695046,696830,"-",850982,"DBP9","YLR276C","NP_013378.1",594,"ATP-dependent DNA/RNA helicase"
"chromosome XII","NC_001144.5",697156,699495,"-",850983,"YSH1","YLR277C","NP_013379.1",779,"cleavage polyadenylation factor subunit YSH1"
"chromosome XII","NC_001144.5",699999,704024,"-",850984,,"YLR278C","NP_013380.1",1341,"uncharacterized protein YLR278C"
"chromosome XII","NC_001144.5",704493,704960,"-",850987,"RSO55","YLR281C","NP_013383.1",155,"Rso55p"
"chromosome XII","NC_001144.5",705186,706130,"+",850988,"PUT7","YLR283W","NP_013385.1",314,"Put7p"
"chromosome XII","NC_001144.5",706198,707040,"-",850990,"ECI1","YLR284C","NP_013386.1",280,"dodecenoyl-CoA isomerase"
"chromosome XII","NC_001144.5",707360,708145,"+",850991,"NNT1","YLR285W","NP_013387.1",261,"S-adenosylmethionine-dependent methyltransferase"
"chromosome XII","NC_001144.5",708168,708338,"-",1466418,,"YLR285C-A","NP_878130.1",56,"uncharacterized protein YLR285C-A"
"chromosome XII","NC_001144.5",708448,710136,"-",850992,"CTS1","YLR286C","NP_013388.1",562,"chitinase"
"chromosome XII","NC_001144.5",710991,712058,"-",850993,,"YLR287C","NP_013389.1",355,"uncharacterized protein YLR287C"
"chromosome XII","NC_001144.5",712537,713158,"-",850994,"RPS30A","YLR287C-A","NP_013390.1",63,"ribosomal 40S subunit protein S30A"
"chromosome XII","NC_001144.5",713480,714904,"-",850995,"MEC3","YLR288C","NP_013391.1",474,"Mec3p"
"chromosome XII","NC_001144.5",715089,717026,"+",850996,"GUF1","YLR289W","NP_013392.1",645,"GTPase GUF1"
"chromosome XII","NC_001144.5",717145,717978,"-",850997,"COQ11","YLR290C","NP_013393.1",277,"ubiquinone biosynthesis protein COQ11"
"chromosome XII","NC_001144.5",718317,719462,"-",850998,"GCD7","YLR291C","NP_013394.1",381,"translation initiation factor eIF2B subunit beta"
"chromosome XII","NC_001144.5",719789,720370,"-",850999,"SEC72","YLR292C","NP_013395.1",193,"Sec63 complex subunit SEC72"
"chromosome XII","NC_001144.5",720771,721430,"-",851000,"GSP1","YLR293C","NP_013396.1",219,"Ran GTPase GSP1"
"chromosome XII","NC_001144.5",721999,722373,"-",851002,"ATP14","YLR295C","NP_013398.1",124,"F1F0 ATP synthase subunit h"
"chromosome XII","NC_001144.5",722978,723304,"+",851003,,"YLR296W","NP_001335799.1",108,"uncharacterized protein YLR296W"
"chromosome XII","NC_001144.5",724044,724433,"+",851004,,"YLR297W","NP_013400.1",129,"uncharacterized protein YLR297W"
"chromosome XII","NC_001144.5",724721,725416,"-",851005,"YHC1","YLR298C","NP_013401.1",231,"Yhc1p"
"chromosome XII","NC_001144.5",726069,728051,"+",851006,"ECM38","YLR299W","NP_013402.1",660,"gamma-glutamyltransferase"
"chromosome XII","NC_001144.5",728955,730301,"+",851007,"EXG1","YLR300W","NP_013403.1",448,"glucan 1,3-beta-glucosidase"
"chromosome XII","NC_001144.5",730825,731559,"+",851008,"HRI1","YLR301W","NP_013404.1",244,"Hri1p"
"chromosome XII","NC_001144.5",732191,732553,"-",851011,,"YLR302C","NP_001335800.1",120,"uncharacterized protein YLR302C"
"chromosome XII","NC_001144.5",732542,733876,"+",851010,"MET17","YLR303W","NP_013406.1",444,"bifunctional cysteine synthase/O-acetylhomoserine aminocarboxypropyltransferase MET17"
"chromosome XII","NC_001144.5",735212,737548,"-",851013,"ACO1","YLR304C","NP_013407.1",778,"aconitate hydratase ACO1"
"chromosome XII","NC_001144.5",738161,743863,"-",851014,"STT4","YLR305C","NP_013408.1",1900,"1-phosphatidylinositol 4-kinase STT4"
"chromosome XII","NC_001144.5",744151,744851,"+",851015,"UBC12","YLR306W","NP_013409.1",188,"NEDD8-conjugating protein UBC12"
"chromosome XII","NC_001144.5",745620,746525,"+",851016,"CDA1","YLR307W","NP_013410.1",301,"chitin deacetylase CDA1"
"chromosome XII","NC_001144.5",746848,747111,"-",1466419,"DPA10","YLR307C-A","NP_878131.1",87,"Dpa10p"
"chromosome XII","NC_001144.5",747937,748875,"+",851017,"CDA2","YLR308W","NP_013411.1",312,"chitin deacetylase CDA2"
"chromosome XII","NC_001144.5",749034,751769,"-",851018,"IMH1","YLR309C","NP_013412.1",911,"Imh1p"
"chromosome XII","NC_001144.5",752224,756993,"-",851019,"CDC25","YLR310C","NP_013413.1",1589,"Ras family guanine nucleotide exchange factor CDC25"
"chromosome XII","NC_001144.5",757637,758833,"-",851021,"ATG39","YLR312C","NP_013415.1",398,"Atg39p"
"chromosome XII","NC_001144.5",759480,760241,"+",851022,"MRPL15","YLR312W-A","NP_013416.2",253,"mitochondrial 54S ribosomal protein YmL15"
"chromosome XII","NC_001144.5",760750,762342,"-",851023,"SPH1","YLR313C","NP_013417.3",530,"Sph1p"
"chromosome XII","NC_001144.5",762575,764137,"-",851024,"CDC3","YLR314C","NP_013418.2",520,"septin CDC3"
"chromosome XII","NC_001144.5",764808,765269,"+",851025,"NKP2","YLR315W","NP_013419.1",153,"Nkp2p"
"chromosome XII","NC_001144.5",765266,766358,"-",851027,"TAD3","YLR316C","NP_013420.2",322,"Tad3p"
"chromosome XII","NC_001144.5",766542,769196,"+",851028,"EST2","YLR318W","NP_013422.2",884,"telomerase reverse transcriptase"
"chromosome XII","NC_001144.5",769318,771684,"-",851029,"BUD6","YLR319C","NP_013423.1",788,"Bud6p"
"chromosome XII","NC_001144.5",771940,776304,"+",851030,"MMS22","YLR320W","NP_013424.1",1454,"Mms22p"
"chromosome XII","NC_001144.5",776584,777864,"-",851032,"SFH1","YLR321C","NP_013425.1",426,"Sfh1p"
"chromosome XII","NC_001144.5",778173,778952,"-",851033,"CWC24","YLR323C","NP_013427.1",259,"U2-type spliceosomal complex subunit CWC24"
"chromosome XII","NC_001144.5",779215,780786,"+",851034,"PEX30","YLR324W","NP_013428.1",523,"peroxisome biogenesis protein"
"chromosome XII","NC_001144.5",781143,781379,"-",851035,"RPL38","YLR325C","NP_013429.1",78,"ribosomal 60S subunit protein L38"
"chromosome XII","NC_001144.5",782174,782896,"+",851036,,"YLR326W","NP_013430.1",240,"uncharacterized protein YLR326W"
"chromosome XII","NC_001144.5",783127,783387,"-",851037,"TMA10","YLR327C","NP_013431.1",86,"Tma10p"
"chromosome XII","NC_001144.5",784913,786118,"+",851039,"NMA1","YLR328W","NP_013432.1",401,"nicotinamide-nucleotide adenylyltransferase NMA1"
"chromosome XII","NC_001144.5",786442,787333,"+",851040,"REC102","YLR329W","NP_013433.2",264,"Rec102p"
"chromosome XII","NC_001144.5",787664,789679,"+",851041,"CHS5","YLR330W","NP_013434.1",671,"Chs5p"
"chromosome XII","NC_001144.5",790669,791046,"-",851043,"JIP3","YLR331C","NP_001335801.1",125,"Jip3p"
"chromosome XII","NC_001144.5",790676,791806,"+",851042,"MID2","YLR332W","NP_013436.1",376,"Mid2p"
"chromosome XII","NC_001144.5",795573,795899,"-",851045,"RPS25B","YLR333C","NP_013437.1",108,"ribosomal 40S subunit protein S25B"
"chromosome XII","NC_001144.5",797430,799592,"+",851048,"NUP2","YLR335W","NP_013439.1",720,"nucleoporin NUP2"
"chromosome XII","NC_001144.5",799697,802396,"-",851049,"SGD1","YLR336C","NP_013440.1",899,"Sgd1p"
"chromosome XII","NC_001144.5",802653,805106,"-",851051,"VRP1","YLR337C","NP_013441.1",817,"Vrp1p"
"chromosome XII","NC_001144.5",805887,806825,"+",851052,"RPP0","YLR340W","NP_013444.1",312,"ribosomal protein P0"
"chromosome XII","NC_001144.5",807385,808818,"+",851054,"SPO77","YLR341W","NP_013445.1",477,"Spo77p"
"chromosome XII","NC_001144.5",809997,815627,"+",851055,"FKS1","YLR342W","NP_013446.1",1876,"1,3-beta-D-glucan synthase"
"chromosome XII","NC_001144.5",815810,815983,"+",1466421,,"YLR342W-A","NP_878133.1",57,"uncharacterized protein YLR342W-A"
"chromosome XII","NC_001144.5",816094,817761,"+",851056,"GAS2","YLR343W","NP_013447.1",555,"1,3-beta-glucanosyltransferase"
"chromosome XII","NC_001144.5",819312,820142,"+",851058,"RPL26A","YLR344W","NP_013448.1",127,"ribosomal 60S subunit protein L26A"
"chromosome XII","NC_001144.5",820511,822040,"+",851059,,"YLR345W","NP_013449.1",509,"bifunctional fructose-2,6-bisphosphate 2-phosphatase/6-phosphofructo-2-kinase"
"chromosome XII","NC_001144.5",822287,822592,"-",851060,"CIS1","YLR346C","NP_013450.1",101,"Cis1p"
"chromosome XII","NC_001144.5",823828,826413,"-",851061,"KAP95","YLR347C","NP_013451.1",861,"karyopherin beta"
"chromosome XII","NC_001144.5",826977,827873,"-",851063,"DIC1","YLR348C","NP_013452.1",298,"Dic1p"
"chromosome XII","NC_001144.5",828730,829380,"+",851064,"ORM2","YLR350W","NP_013454.1",216,"sphingolipid homeostasis protein ORM2"
"chromosome XII","NC_001144.5",829489,830364,"-",851065,"NIT3","YLR351C","NP_013455.1",291,"putative hydrolase"
"chromosome XII","NC_001144.5",831116,833539,"+",851066,"LUG1","YLR352W","NP_013456.1",807,"Lug1p"
"chromosome XII","NC_001144.5",834352,836163,"+",851067,"BUD8","YLR353W","NP_013457.1",603,"Bud8p"
"chromosome XII","NC_001144.5",836350,837357,"-",851068,"TAL1","YLR354C","NP_013458.1",335,"sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate transaldolase TAL1"
"chromosome XII","NC_001144.5",838066,839253,"-",851069,"ILV5","YLR355C","NP_013459.1",395,"ketol-acid reductoisomerase"
"chromosome XII","NC_001144.5",840321,840914,"+",851070,"ATG33","YLR356W","NP_013460.1",197,"Atg33p"
"chromosome XII","NC_001144.5",841331,844000,"+",851071,"RSC2","YLR357W","NP_013461.1",889,"Rsc2p"
"chromosome XII","NC_001144.5",843487,844050,"-",851072,,"YLR358C","NP_001257685.1",187,"uncharacterized protein YLR358C"
"chromosome XII","NC_001144.5",844282,845730,"+",851073,"ADE13","YLR359W","NP_013463.1",482,"adenylosuccinase ADE13"
"chromosome XII","NC_001144.5",846103,847422,"+",851074,"VPS38","YLR360W","NP_013464.3",439,"Vps38p"
"chromosome XII","NC_001144.5",847388,849124,"-",851075,"DCR2","YLR361C","NP_013465.1",578,"phosphoprotein phosphatase"
"chromosome XII","NC_001144.5",849383,849679,"-",1466422,,"YLR361C-A","NP_878134.3",98,"uncharacterized protein YLR361C-A"
"chromosome XII","NC_001144.5",849866,852019,"+",851076,"STE11","YLR362W","NP_013466.1",717,"mitogen-activated protein kinase kinase kinase STE11"
"chromosome XII","NC_001144.5",852495,853151,"-",851077,"NMD4","YLR363C","NP_013467.3",218,"Nmd4p"
"chromosome XII","NC_001144.5",853461,853718,"+",851078,,"YLR363W-A","NP_076903.1",85,"uncharacterized protein YLR363W-A"
"chromosome XII","NC_001144.5",854062,854391,"+",851079,"GRX8","YLR364W","NP_013468.3",109,"glutathione-disulfide reductase GRX8"
"chromosome XII","NC_001144.5",855199,855531,"+",851080,,"YLR365W","NP_001335802.1",110,"uncharacterized protein YLR365W"
"chromosome XII","NC_001144.5",856442,857317,"+",851082,"RPS22B","YLR367W","NP_013471.1",130,"ribosomal 40S subunit protein S22B"
"chromosome XII","NC_001144.5",857540,859336,"+",851083,"MDM30","YLR368W","NP_013472.3",598,"SCF ubiquitin ligase complex subunit MDM30"
"chromosome XII","NC_001144.5",859552,861525,"+",851084,"SSQ1","YLR369W","NP_013473.1",657,"Hsp70 family ATPase SSQ1"
"chromosome XII","NC_001144.5",861718,862254,"-",851085,"ARC18","YLR370C","NP_013474.3",178,"Arc18p"
"chromosome XII","NC_001144.5",862714,866784,"+",851086,"ROM2","YLR371W","NP_013475.1",1356,"Rho family guanine nucleotide exchange factor ROM2"
"chromosome XII","NC_001144.5",867354,868391,"+",851087,"ELO3","YLR372W","NP_013476.3",345,"fatty acid elongase ELO3"
"chromosome XII","NC_001144.5",868662,871367,"-",851088,"VID22","YLR373C","NP_013477.1",901,"Vid22p"
"chromosome XII","NC_001144.5",871697,872728,"+",851089,"STP3","YLR375W","NP_013479.3",343,"Stp3p"
"chromosome XII","NC_001144.5",872826,873554,"-",851091,"PSY3","YLR376C","NP_013480.1",242,"Psy3p"
"chromosome XII","NC_001144.5",873746,874792,"-",851092,"FBP1","YLR377C","NP_013481.3",348,"fructose 1,6-bisphosphate 1-phosphatase"
"chromosome XII","NC_001144.5",875736,877178,"-",851095,"SEC61","YLR378C","NP_013482.1",480,"translocon subunit SEC61"
"chromosome XII","NC_001144.5",877444,877716,"+",65052912,,"YLR379W-A","NP_001381968.1",90,"uncharacterized protein YLR379W-A"
"chromosome XII","NC_001144.5",878282,879508,"+",851096,"CSR1","YLR380W","NP_013484.3",408,"Csr1p"
"chromosome XII","NC_001144.5",879723,881924,"+",851097,"CTF3","YLR381W","NP_013485.1",733,"Ctf3p"
"chromosome XII","NC_001144.5",882067,884751,"-",851098,"NAM2","YLR382C","NP_013486.3",894,"leucine--tRNA ligase NAM2"
"chromosome XII","NC_001144.5",885288,888632,"+",851099,"SMC6","YLR383W","NP_013487.1",1114,"DNA repair protein SMC6"
"chromosome XII","NC_001144.5",888851,892900,"-",851100,"IKI3","YLR384C","NP_013488.3",1349,"Elongator subunit IKI3"
"chromosome XII","NC_001144.5",892992,893390,"-",851101,"SWC7","YLR385C","NP_013489.1",132,"Swc7p"
"chromosome XII","NC_001144.5",893628,896270,"+",851102,"VAC14","YLR386W","NP_013490.3",880,"Vac14p"
"chromosome XII","NC_001144.5",896374,897672,"-",851103,"REH1","YLR387C","NP_013491.1",432,"Reh1p"
"chromosome XII","NC_001144.5",898651,898821,"+",851104,"RPS29A","YLR388W","NP_013492.3",56,"ribosomal 40S subunit protein S29A"
"chromosome XII","NC_001144.5",899577,902660,"-",851105,"STE23","YLR389C","NP_013493.2",1027,"metalloendopeptidase"
"chromosome XII","NC_001144.5",903066,903404,"+",851106,"ECM19","YLR390W","NP_013494.3",112,"Ecm19p"
"chromosome XII","NC_001144.5",903724,904440,"+",851107,"CCW14","YLR390W-A","NP_013495.1",238,"Ccw14p"
"chromosome XII","NC_001144.5",904749,906305,"-",851108,"ART10","YLR392C","NP_013496.3",518,"Art10p"
"chromosome XII","NC_001144.5",907079,907918,"+",851109,"ATP10","YLR393W","NP_013497.1",279,"Atp10p"
"chromosome XII","NC_001144.5",907950,909398,"+",851110,"CST9","YLR394W","NP_013498.3",482,"SUMO ligase CST9"
"chromosome XII","NC_001144.5",909729,909965,"-",851111,"COX8","YLR395C","NP_013499.1",78,"cytochrome c oxidase subunit VIII"
"chromosome XII","NC_001144.5",910235,912310,"-",851112,"VPS33","YLR396C","NP_013500.3",691,"tethering complex ATP-binding subunit VPS33"
