,gene AID,gene name,subject AID,subject name,gene product AID,subject product AID,gene product name,subject product name,COV
2368,NP_012897.3,YKL028W,XP_505904.1,YALI0_F26367g,NP_012897.3,XP_505904.1,transcription factor TFIIE subunit TFA1,YALI0F26367p,0.6452282157676349
2369,NP_012898.1,YKL027W,XP_505637.1,YALI0_F19800g,NP_012898.1,XP_505637.1,tRNA threonylcarbamoyladenosine dehydratase,YALI0F19800p,0.9328859060402684
2370,NP_012899.3,YKL026C,XP_503454.1,YALI0_E02310g,NP_012899.3,XP_503454.1,glutathione peroxidase GPX1,YALI0E02310p,0.9520958083832336
2371,NP_012900.1,YKL025C,XP_501822.1,YALI0_C14256g,NP_012900.1,XP_501822.1,Pan3p,YALI0C14256p,0.6759941089837997
2372,NP_012901.3,YKL024C,XP_505202.1,YALI0_F09339g,NP_012901.3,XP_505202.1,bifunctional uridylate/adenylate kinase,YALI0F09339p,0.9803921568627452
2373,NP_012903.1,YKL022C,XP_500928.1,YALI0_B15378g,NP_012903.1,XP_500928.1,anaphase promoting complex subunit CDC16,YALI0B15378p,0.6416666666666667
2374,NP_012904.3,YKL021C,XP_505338.1,YALI0_F12661g,NP_012904.3,XP_505338.1,Mak11p,YALI0F12661p,0.7777777777777778
2375,NP_012905.1,YKL020C,XP_500796.1,YALI0_B12342g,NP_012905.1,XP_500796.1,Spt23p,YALI0B12342p,0.2763401109057301
2376,NP_012906.3,YKL019W,XP_500960.1,YALI0_B16126g,NP_012906.3,XP_500960.1,bifunctional protein farnesyltransferase/protein geranylgeranyltransferase,YALI0B16126p,1.0506329113924051
2377,NP_012907.3,YKL018W,XP_505701.1,YALI0_F21263g,NP_012907.3,XP_505701.1,WD-repeat containing protein SWD2,YALI0F21263p,0.9240121580547112
2378,NP_012908.1,YKL017C,XP_500586.1,YALI0_B06897g,NP_012908.1,XP_500586.1,ATP-dependent 5\\'-3\\' DNA helicase HCS1,YALI0B06897p,1.0
2379,NP_012909.3,YKL016C,XP_500583.1,YALI0_B06831g,NP_012909.3,XP_500583.1,F1F0 ATP synthase subunit d,YALI0B06831p,1.0
2380,NP_012910.1,YKL015W,XP_500584.1,YALI0_B06853g,NP_012910.1,XP_500584.1,Put3p,YALI0B06853p,0.4759959141981614
2381,NP_012911.3,YKL014C,XP_500585.1,YALI0_B06875g,NP_012911.3,XP_500585.1,Urb1p,YALI0B06875p,0.4744897959183674
2382,NP_012912.1,YKL013C,XP_502341.2,YALI0_D02805g,NP_012912.1,XP_502341.2,Arc19p,YALI0D02805p,0.9883040935672516
2383,NP_012913.3,YKL012W,XP_502342.1,YALI0_D02827g,NP_012913.3,XP_502342.1,Prp40p,YALI0D02827p,0.7512864493996569
2384,NP_012915.3,YKL010C,XP_503583.1,YALI0_E05401g,NP_012915.3,XP_503583.1,putative ubiquitin-protein ligase UFD4,YALI0E05401p,0.401888064733648
2385,NP_012916.1,YKL009W,XP_506090.1,YALI0_F31317g,NP_012916.1,XP_506090.1,Mrt4p,mRNA turnover protein MRT4,0.9703389830508474
2386,NP_012917.3,YKL008C,XP_505079.1,YALI0_F06424g,NP_012917.3,XP_505079.1,sphingosine N-acyltransferase LAC1,YALI0F06424p,0.9569377990430622
2387,NP_012918.1,YKL007W,XP_503578.2,YALI0_E05291g,NP_012918.1,XP_503578.2,Cap1p,YALI0E05291p,0.9850746268656716
2388,NP_012919.3,YKL006C-A,XP_503577.1,YALI0_E05269g,NP_012919.3,XP_503577.1,Sft1p,YALI0E05269p,0.865979381443299
2389,NP_012920.1,YKL006W,XP_503376.1,YALI0_E00550g,NP_012920.1,XP_503376.1,ribosomal 60S subunit protein L14A,60S ribosomal protein L14,0.9057971014492754
2390,NP_012921.3,YKL005C,XP_505803.1,YALI0_F23815g,NP_012921.3,XP_505803.1,Bye1p,YALI0F23815p,0.5303030303030303
2391,NP_012922.1,YKL004W,XP_504021.1,YALI0_E16434g,NP_012922.1,XP_504021.1,inositol phosphorylceramide synthase,YALI0E16434p,0.8753117206982544
2392,NP_012923.3,YKL003C,XP_503364.2,YALI0_E00220g,NP_012923.3,XP_503364.2,mitochondrial 37S ribosomal protein YmS16,YALI0E00220p,0.7633587786259542
2393,NP_012924.2,YKL002W,XP_503370.1,YALI0_E00396g,NP_012924.2,XP_503370.1,ESCRT-III subunit protein DID4,YALI0E00396p,0.9913793103448276
2394,NP_012925.3,YKL001C,XP_503371.1,YALI0_E00418g,NP_012925.3,XP_503371.1,adenylyl-sulfate kinase,YALI0E00418p,0.9801980198019802
2395,NP_012926.1,YKR001C,XP_502627.1,YALI0_D09713g,NP_012926.1,XP_502627.1,dynamin-like GTPase VPS1,YALI0D09713p,1.0
2396,NP_012927.3,YKR002W,XP_505974.1,YALI0_F28039g,NP_012927.3,XP_505974.1,polynucleotide adenylyltransferase PAP1,YALI0F28039p,0.8961267605633803
2397,NP_012928.1,YKR003W,XP_499687.1,YALI0_A02354g,NP_012928.1,XP_499687.1,oxysterol-binding protein OSH6,YALI0A02354p,0.9084821428571428
2398,NP_012929.4,YKR004C,XP_499691.1,YALI0_A02431g,NP_012929.4,XP_499691.1,Ecm9p,YALI0A02431p,0.5437665782493368
2399,NP_012931.4,YKR006C,XP_503131.1,YALI0_D21934g,NP_012931.4,XP_503131.1,mitochondrial 54S ribosomal protein YmL13,YALI0D21934p,1.003787878787879
2400,NP_012933.4,YKR008W,XP_504191.1,YALI0_E20537g,NP_012933.4,XP_504191.1,Rsc4p,YALI0E20537p,0.2752
2401,NP_012934.1,YKR009C,XP_503980.1,YALI0_E15378g,NP_012934.1,XP_503980.1,bifunctional hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase FOX2,YALI0E15378p,1.0266666666666666
2402,NP_012938.3,YKR013W,XP_502472.1,YALI0_D06149g,NP_012938.3,XP_502472.1,sterol-binding protein,YALI0D06149p,0.4012158054711246
2403,NP_012939.1,YKR014C,XP_505935.1,YALI0_F27181g,NP_012939.1,XP_505935.1,Rab family GTPase YPT52,YALI0F27181p,0.8162393162393162
2404,NP_012941.1,YKR016W,XP_505952.1,YALI0_F27555g,NP_012941.1,XP_505952.1,Mic60p,YALI0F27555p,0.7351851851851852
2405,NP_012942.3,YKR017C,XP_505950.1,YALI0_F27511g,NP_012942.3,XP_505950.1,E3 ubiquitin-protein ligase HEL1,YALI0F27511p,0.8312159709618875
2406,NP_012943.1,YKR018C,XP_506016.1,YALI0_F29491g,NP_012943.1,XP_506016.1,uncharacterized protein YKR018C,YALI0F29491p,1.0524137931034483
2407,NP_012946.3,YKR021W,XP_500350.1,YALI0_B00594g,NP_012946.3,XP_500350.1,Aly1p,YALI0B00594p,0.2950819672131147
2408,NP_012948.3,YKR023W,XP_504100.1,YALI0_E18326g,NP_012948.3,XP_504100.1,Rqt4p,YALI0E18326p,0.9641509433962264
2409,NP_012949.1,YKR024C,XP_503177.1,YALI0_D23133g,NP_012949.1,XP_503177.1,putative ATP-dependent RNA helicase,YALI0D23133p,0.7978436657681941
2410,NP_012950.3,YKR025W,XP_503032.1,YALI0_D19448g,NP_012950.3,XP_503032.1,DNA-directed RNA polymerase III subunit C37,YALI0D19448p,0.7375886524822695
2411,NP_012951.1,YKR026C,XP_501964.1,YALI0_C18161g,NP_012951.1,XP_501964.1,translation initiation factor eIF2B subunit alpha,YALI0C18161p,1.0065573770491802
2412,NP_012952.3,YKR027W,XP_501360.1,YALI0_C02453g,NP_012952.3,XP_501360.1,Bch2p,YALI0C02453p,0.9908496732026144
2413,NP_012953.2,YKR028W,XP_505306.1,YALI0_F11869g,NP_012953.2,XP_505306.1,Sap190p,YALI0F11869p,0.5682478218780251
2414,NP_012954.3,YKR029C,XP_504932.1,YALI0_F03069g,NP_012954.3,XP_504932.1,histone-binding protein SET3,YALI0F03069p,0.5565912117177098
2415,NP_012955.1,YKR030W,XP_504552.1,YALI0_E29447g,NP_012955.1,XP_504552.1,Gmh1p,YALI0E29447p,0.9047619047619048
2416,NP_012956.3,YKR031C,XP_504124.1,YALI0_E18898g,NP_012956.3,XP_504124.1,phospholipase D,YALI0E18898p,0.6030897207367796
2417,NP_012959.1,YKR034W,XP_503074.1,YALI0_D20482g,NP_012959.1,XP_503074.1,Dal80p,YALI0D20482p,0.3754646840148699
2418,NP_012961.3,YKR035W-A,XP_501669.2,YALI0_C10098g,NP_012961.3,XP_501669.2,Did2p,YALI0C10098p,0.9754901960784312
2419,NP_012962.3,YKR036C,XP_502149.1,YALI0_C22704g,NP_012962.3,XP_502149.1,Caf4p,YALI0C22704p,0.8538102643856921
2420,NP_012964.2,YKR038C,XP_501467.1,YALI0_C05280g,NP_012964.2,XP_501467.1,tRNA N6-adenosine threonylcarbamoyltransferase,YALI0C05280p,0.9585492227979274
2421,NP_012965.3,YKR039W,XP_503770.1,YALI0_E10219g,NP_012965.3,XP_503770.1,amino acid permease GAP1,YALI0E10219p,0.9485049833887044
2422,NP_012968.4,YKR042W,XP_504735.1,YALI0_E33539g,NP_012968.4,XP_504735.1,SUN family protein UTH1,YALI0E33539p,1.1369863013698631
2423,NP_012969.1,YKR043C,XP_502610.1,YALI0_D09229g,NP_012969.1,XP_502610.1,sedoheptulose-bisphosphatase,YALI0D09229p,0.996309963099631
2424,NP_012970.3,YKR044W,XP_502294.1,YALI0_D01606g,NP_012970.3,XP_502294.1,Uip5p,YALI0D01606p,0.6320541760722348
2425,NP_012974.1,YKR048C,XP_500886.1,YALI0_B14487g,NP_012974.1,XP_500886.1,histone chaperone NAP1,YALI0B14487p,0.9376498800959232
2426,NP_012976.1,YKR050W,XP_501034.1,YALI0_B17864g,NP_012976.1,XP_501034.1,Trk2p,YALI0B17864p,0.9741282339707537
2427,NP_012977.3,YKR051W,XP_501049.1,YALI0_B18260g,NP_012977.3,XP_501049.1,Hfl1p,YALI0B18260p,0.8708133971291866
2428,NP_012978.1,YKR052C,XP_501189.1,YALI0_B21604g,NP_012978.1,XP_501189.1,Fe(2+) transporter,YALI0B21604p,1.013157894736842
2429,NP_012979.3,YKR053C,XP_504221.1,YALI0_E21197g,NP_012979.3,XP_504221.1,sphinganine kinase YSR3,YALI0E21197p,0.7945544554455446
2430,NP_012980.1,YKR054C,XP_504704.1,YALI0_E32857g,NP_012980.1,XP_504704.1,dynein heavy chain,YALI0E32857p,0.9980449657869012
2431,NP_012981.3,YKR055W,XP_500848.1,YALI0_B13662g,NP_012981.3,XP_500848.1,Rho family GTPase RHO4,YALI0B13662p,0.6254295532646048
2432,NP_012982.2,YKR056W,XP_505652.1,YALI0_F20196g,NP_012982.2,XP_505652.1,tRNA (uracil(54)-C(5))-methyltransferase,YALI0F20196p,0.7636932707355243
2433,NP_012983.3,YKR057W,XP_502803.1,YALI0_D13794g,NP_012983.3,XP_502803.1,ribosomal 40S subunit protein S21A,40S ribosomal protein S21,1.0
2434,NP_012984.2,YKR058W,XP_502073.1,YALI0_C21065g,NP_012984.2,XP_502073.1,glycogenin glucosyltransferase GLG1,YALI0C21065p,0.4935064935064935
2435,NP_012985.3,YKR059W,XP_501158.1,YALI0_B20922g,NP_012985.3,XP_501158.1,translation initiation factor eIF4A,YALI0B20922p,1.0
2436,NP_012986.1,YKR060W,XP_505663.1,YALI0_F20438g,NP_012986.1,XP_505663.1,Utp30p,YALI0F20438p,0.9452554744525548
2437,NP_012987.3,YKR061W,XP_500395.1,YALI0_B01672g,NP_012987.3,XP_500395.1,mannosyltransferase KTR2,YALI0B01672p,0.8094117647058824
2438,NP_012988.1,YKR062W,XP_505409.1,YALI0_F14355g,NP_012988.1,XP_505409.1,transcription factor TFIIE subunit TFA2,YALI0F14355p,0.6280487804878049
2439,NP_012989.3,YKR063C,XP_502998.1,YALI0_D18700g,NP_012989.3,XP_502998.1,rRNA-processing protein LAS1,YALI0D18700p,0.3187250996015936
2440,NP_012991.3,YKR065C,XP_500446.1,YALI0_B02992g,NP_012991.3,XP_500446.1,Pam17p,YALI0B02992p,0.7563451776649747
2441,NP_012992.1,YKR066C,XP_505666.1,YALI0_F20504g,NP_012992.1,XP_505666.1,cytochrome-c peroxidase,YALI0F20504p,0.7257617728531855
2442,NP_012993.3,YKR067W,XP_501275.1,YALI0_C00209g,NP_012993.3,XP_501275.1,bifunctional glycerol-3-phosphate/glycerone-phosphate O-acyltransferase GPT2,YALI0C00209p,1.0255720053835802
2443,NP_012994.1,YKR068C,XP_501614.1,YALI0_C08782g,NP_012994.1,XP_501614.1,TRAPP complex core subunit BET3,YALI0C08782p,0.9792746113989638
2444,NP_012995.3,YKR069W,XP_499644.1,YALI0_A01133g,NP_012995.3,XP_499644.1,uroporphyrinogen-III C-methyltransferase,YALI0A01133p,0.9629005059021922
2445,NP_012996.1,YKR070W,XP_499640.1,YALI0_A01045g,NP_012996.1,XP_499640.1,uncharacterized protein YKR070W,YALI0A01045p,1.036931818181818
2446,NP_012997.3,YKR071C,XP_501508.1,YALI0_C06215g,NP_012997.3,XP_501508.1,electron carrier DRE2,YALI0C06215p,0.2557471264367816
2447,NP_012998.1,YKR072C,XP_501511.1,YALI0_C06281g,NP_012998.1,XP_501511.1,phosphopantothenoylcysteine decarboxylase complex subunit SIS2,YALI0C06281p,0.4252669039145907
2448,NP_013000.3,YKR074W,XP_505125.1,YALI0_F07579g,NP_013000.3,XP_505125.1,Aim29p,YALI0F07579p,0.8903225806451613
2449,NP_013001.1,YKR075C,XP_500990.1,YALI0_B16808g,NP_013001.1,XP_500990.1,uncharacterized protein YKR075C,YALI0B16808p,0.2931596091205212
2450,NP_013002.3,YKR076W,XP_501135.1,YALI0_B20416g,NP_013002.3,XP_501135.1,S-glutathionyl-(chloro)hydroquinone reductase,YALI0B20416p,0.9837837837837838
2451,NP_013005.1,YKR079C,XP_500027.1,YALI0_A13057g,NP_013005.1,XP_500027.1,tRNase Z,YALI0A13057p,1.0465393794749402
2452,NP_013006.3,YKR080W,XP_500785.1,YALI0_B12078g,NP_013006.3,XP_500785.1,methylenetetrahydrofolate dehydrogenase (NAD(+)),YALI0B12078p,0.946875
2453,NP_013007.1,YKR081C,XP_499741.1,YALI0_A03905g,NP_013007.1,XP_499741.1,rRNA-binding ribosome biosynthesis protein RPF2,YALI0A03905p,0.8691860465116279
2454,NP_013008.3,YKR082W,XP_499740.1,YALI0_A03883g,NP_013008.3,XP_499740.1,Nup133p,YALI0A03883p,0.6983578219533275
2455,NP_013009.1,YKR083C,XP_500149.1,YALI0_A17061g,NP_013009.1,XP_500149.1,Dad2p,YALI0A17061p,0.5639097744360902
2456,NP_013010.3,YKR084C,XP_500609.1,YALI0_B07557g,NP_013010.3,XP_500609.1,ribosome dissociation factor GTPase HBS1,YALI0B07557p,0.7675941080196399
2457,NP_013011.1,YKR085C,XP_500668.1,YALI0_B09075g,NP_013011.1,XP_500668.1,mitochondrial 54S ribosomal protein YmL20,YALI0B09075p,0.7384615384615385
2458,NP_013012.3,YKR086W,XP_500667.1,YALI0_B09053g,NP_013012.3,XP_500667.1,DEAH-box RNA helicase PRP16,YALI0B09053p,0.6844070961718021
2459,NP_013013.2,YKR087C,XP_505229.1,YALI0_F09988g,NP_013013.2,XP_505229.1,metalloendopeptidase,YALI0F09988p,0.7681159420289855
2460,NP_013014.3,YKR088C,XP_503009.1,YALI0_D18942g,NP_013014.3,XP_503009.1,Tvp38p,YALI0D18942p,0.7091988130563798
2461,NP_013015.1,YKR089C,XP_505230.1,YALI0_F10010g,NP_013015.1,XP_505230.1,triacylglycerol lipase,YALI0F10010p,0.5439560439560439
2462,NP_013019.1,YKR093W,XP_503037.1,YALI0_D19558g,NP_013019.1,XP_503037.1,Ptr2p,YALI0D19558p,0.9866888519134775
2463,NP_013020.3,YKR094C,XP_505222.1,YALI0_F09790g,NP_013020.3,XP_505222.1,ubiquitin-ribosomal 60S subunit protein L40B fusion protein,ubiquitin-40S ribosomal protein S31 fusion protein,0.59375
2464,NP_013021.1,YKR095W,XP_505667.1,YALI0_F20526g,NP_013021.1,XP_505667.1,Mlp1p,YALI0F20526p,0.8122666666666667
2465,NP_013022.1,YKR096W,XP_505706.1,YALI0_F21362g,NP_013022.1,XP_505706.1,Esl2p,YALI0F21362p,0.2652719665271966
2466,NP_013023.3,YKR097W,XP_501928.1,YALI0_C16995g,NP_013023.3,XP_501928.1,phosphoenolpyruvate carboxykinase PCK1,YALI0C16995p,0.9781420765027322
2467,NP_013024.1,YKR098C,XP_500891.1,YALI0_B14597g,NP_013024.1,XP_500891.1,ubiquitin-specific protease UBP11,YALI0B14597p,0.2831241283124128
2468,NP_013029.3,YKR103W,XP_503935.1,YALI0_E14234g,NP_013029.3,XP_503935.1,putative multidrug transporter NFT1,YALI0E14234p,0.9876847290640394
2469,NP_013030.1,YKR104W,XP_503935.1,YALI0_E14234g,NP_013030.1,XP_503935.1,uncharacterized protein YKR104W,YALI0E14234p,1.0
2470,NP_013031.3,YKR105C,XP_505973.1,YALI0_F28017g,NP_013031.3,XP_505973.1,basic amino acid transporter,YALI0F28017p,0.9776632302405498
2471,NP_013032.1,YKR106W,XP_501364.1,YALI0_C02541g,NP_013032.1,XP_501364.1,glutathione exchanger,YALI0C02541p,0.7902439024390244
2472,NP_013037.1,YLL063C,XP_503624.1,YALI0_E06391g,NP_013037.1,XP_503624.1,acetyltransferase,YALI0E06391p,0.9704641350210972
2473,NP_013038.1,YLL062C,XP_505876.1,YALI0_F25641g,NP_013038.1,XP_505876.1,S-adenosylmethionine-homocysteine S-methyltransferase MHT1,YALI0F25641p,1.1203703703703705
2474,NP_013039.1,YLL061W,XP_500977.1,YALI0_B16522g,NP_013039.1,XP_500977.1,S-methylmethionine permease MMP1,YALI0B16522p,0.9948542024013722
2475,NP_013040.1,YLL060C,XP_499818.1,YALI0_A06743g,NP_013040.1,XP_499818.1,glutathione transferase GTT2,YALI0A06743p,0.965665236051502
2476,NP_013042.1,YLL058W,XP_502938.1,YALI0_D17402g,NP_013042.1,XP_502938.1,cystathionine gamma-synthase,YALI0D17402p,1.0156521739130435
2477,NP_013043.1,YLL057C,XP_505767.1,YALI0_F22825g,NP_013043.1,XP_505767.1,sulfonate dioxygenase,YALI0F22825p,0.8640776699029126
2478,NP_013044.1,YLL056C,XP_503238.1,YALI0_D24585g,NP_013044.1,XP_503238.1,uncharacterized protein YLL056C,YALI0D24585p,0.87248322147651
2479,NP_013045.1,YLL055W,XP_505496.1,YALI0_F16423g,NP_013045.1,XP_505496.1,Yct1p,YALI0F16423p,0.9472693032015066
2480,NP_013047.1,YLL053C,XP_504854.1,YALI0_F01210g,NP_013047.1,XP_504854.1,uncharacterized protein YLL053C,YALI0F01210p,0.9736842105263158
2481,NP_013048.1,YLL052C,XP_504854.1,YALI0_F01210g,NP_013048.1,XP_504854.1,Aqy2p,YALI0F01210p,0.5906040268456376
2482,NP_013049.1,YLL051C,XP_500824.1,YALI0_B13046g,NP_013049.1,XP_500824.1,putative ferric-chelate reductase,YALI0B13046p,0.7528089887640449
2483,NP_013050.1,YLL050C,XP_505682.1,YALI0_F20856g,NP_013050.1,XP_505682.1,cofilin,YALI0F20856p,1.0
2484,NP_013052.1,YLL048C,XP_503935.1,YALI0_E14234g,NP_013052.1,XP_503935.1,bile acid-transporting ATPase YBT1,YALI0E14234p,1.0036122817579771
2485,NP_013054.1,YLL046C,XP_505375.1,YALI0_F13475g,NP_013054.1,XP_505375.1,Rnp1p,YALI0F13475p,0.5100401606425703
2486,NP_013055.1,YLL045C,XP_505839.2,YALI0_F24695g,NP_013055.1,XP_505839.2,ribosomal 60S subunit protein L8B,60S ribosomal protein L8,0.9921875
2487,NP_013057.1,YLL043W,XP_503595.1,YALI0_E05665g,NP_013057.1,XP_503595.1,Fps1p,YALI0E05665p,0.4514200298953662
2488,NP_013059.1,YLL041C,XP_503189.1,YALI0_D23397g,NP_013059.1,XP_503189.1,succinate dehydrogenase iron-sulfur protein subunit SDH2,YALI0D23397p,0.9924812030075189
2489,NP_013060.1,YLL040C,XP_505096.2,YALI0_F06791g,NP_013060.1,XP_505096.2,membrane morphogenesis protein VPS13,YALI0F06791p,1.0521628498727735
2490,NP_013061.1,YLL039C,XP_504128.2,YALI0_E18986g,NP_013061.1,XP_504128.2,ubiquitin,YALI0E18986p,0.9973753280839897
2491,NP_013062.1,YLL038C,XP_503320.1,YALI0_D26510g,NP_013062.1,XP_503320.1,Ent4p,YALI0D26510p,0.631578947368421
2492,NP_013064.1,YLL036C,XP_501420.1,YALI0_C03982g,NP_013064.1,XP_501420.1,E3 ubiquitin-protein ligase PRP19,YALI0C03982p,0.2783300198807157
2493,NP_013065.1,YLL035W,XP_504013.1,YALI0_E16258g,NP_013065.1,XP_504013.1,polynucleotide 5\\'-hydroxyl-kinase,YALI0E16258p,0.5854430379746836
2494,NP_013066.1,YLL034C,XP_505704.2,YALI0_F21329g,NP_013066.1,XP_505704.2,putative AAA family ATPase RIX7,YALI0F21329p,0.982078853046595
2495,NP_013068.1,YLL032C,XP_505583.1,YALI0_F18546g,NP_013068.1,XP_505583.1,uncharacterized protein YLL032C,YALI0F18546p,0.72
2496,NP_013069.1,YLL031C,XP_503848.1,YALI0_E12089g,NP_013069.1,XP_503848.1,mannose-ethanolamine phosphotransferase GPI13,YALI0E12089p,1.0098328416912488
2497,NP_013071.1,YLL029W,XP_504135.1,YALI0_E19184g,NP_013071.1,XP_504135.1,aminopeptidase P,YALI0E19184p,0.8865153538050734
2498,NP_013072.1,YLL028W,XP_505105.1,YALI0_F07062g,NP_013072.1,XP_505105.1,Tpo1p,YALI0F07062p,0.9880546075085324
2499,NP_013073.1,YLL027W,XP_504136.1,YALI0_E19206g,NP_013073.1,XP_504136.1,Fe-binding Fe/S cluster assembly protein ISA1,YALI0E19206p,0.46
2500,NP_013074.1,YLL026W,XP_504490.1,YALI0_E27962g,NP_013074.1,XP_504490.1,chaperone ATPase HSP104,YALI0E27962p,0.9955947136563876
2501,NP_013076.1,YLL024C,XP_502562.1,YALI0_D08184g,NP_013076.1,XP_502562.1,Hsp70 family chaperone SSA2,YALI0D08184p,0.9561815336463224
2502,NP_013077.1,YLL023C,XP_503197.2,YALI0_D23617g,NP_013077.1,XP_503197.2,nucleoporin POM33,YALI0D23617p,1.032258064516129
2503,NP_013081.1,YLL019C,XP_501448.1,YALI0_C04587g,NP_013081.1,XP_501448.1,serine/threonine protein kinase KNS1,YALI0C04587p,0.6024423337856174
2504,NP_013082.1,YLL018C-A,XP_002143099.1,YALI0_E34540g,NP_013082.1,XP_002143099.1,Cox19p,YALI0E34540p,0.8163265306122449
2505,NP_013083.1,YLL018C,XP_503144.1,YALI0_D22264g,NP_013083.1,XP_503144.1,aspartate--tRNA ligase DPS1,YALI0D22264p,0.9658886894075404
2506,NP_013086.1,YLL015W,XP_504380.1,YALI0_E25069g,NP_013086.1,XP_504380.1,ATP-binding cassette bilirubin transporter BPT1,YALI0E25069p,1.0057729313662604
2507,NP_013087.1,YLL014W,XP_500313.1,YALI0_A21010g,NP_013087.1,XP_500313.1,Emc6p,YALI0A21010p,0.8796296296296297
2508,NP_013088.1,YLL013C,XP_503843.1,YALI0_E12001g,NP_013088.1,XP_503843.1,mRNA-binding protein PUF3,YALI0E12001p,0.4197952218430034
2509,NP_013089.1,YLL012W,XP_503375.1,YALI0_E00528g,NP_013089.1,XP_503375.1,sterol esterase,YALI0E00528p,0.6509598603839442
2510,NP_013090.1,YLL011W,XP_502813.1,YALI0_D14080g,NP_013090.1,XP_502813.1,rRNA-processing protein SOF1,YALI0D14080p,0.9938650306748468
2511,NP_013091.1,YLL010C,XP_502712.1,YALI0_D11726g,NP_013091.1,XP_502712.1,phosphatase,YALI0D11726p,0.7494145199063232
2512,NP_013092.1,YLL009C,XP_501942.2,YALI0_C17391g,NP_013092.1,XP_501942.2,copper metallochaperone COX17,YALI0C17391p,0.6956521739130435
2513,NP_013093.1,YLL008W,XP_500994.1,YALI0_B16896g,NP_013093.1,XP_500994.1,putative ATP-dependent RNA helicase,YALI0B16896p,0.8962765957446809
2514,NP_013094.1,YLL007C,XP_500993.1,YALI0_B16874g,NP_013094.1,XP_500993.1,Lmo1p,YALI0B16874p,0.3293233082706767
2515,NP_013095.1,YLL006W,XP_502506.1,YALI0_D06886g,NP_013095.1,XP_502506.1,ERMES complex subunit MMM1,YALI0D06886p,0.6173708920187794
2516,NP_013096.1,YLL005C,XP_502505.1,YALI0_D06864g,NP_013096.1,XP_502505.1,Spo75p,YALI0D06864p,0.4481566820276497
2517,NP_013097.1,YLL004W,XP_505428.1,YALI0_F14773g,NP_013097.1,XP_505428.1,origin recognition complex subunit 3,YALI0F14773p,1.0487012987012987
2518,NP_013099.1,YLL002W,XP_505491.1,YALI0_F16313g,NP_013099.1,XP_505491.1,H3 histone acetyltransferase RTT109,YALI0F16313p,0.5940366972477065
2519,NP_013100.1,YLL001W,XP_505494.1,YALI0_F16379g,NP_013100.1,XP_505494.1,dynamin-related GTPase DNM1,YALI0F16379p,1.046235138705416
2520,NP_013101.1,YLR001C,XP_500627.1,YALI0_B08096g,NP_013101.1,XP_500627.1,uncharacterized protein YLR001C,YALI0B08096p,1.0
2521,NP_013102.1,YLR002C,XP_502658.1,YALI0_D10505g,NP_013102.1,XP_502658.1,Noc3p,YALI0D10505p,0.8416289592760181
2522,NP_013103.1,YLR003C,XP_500232.1,YALI0_A19140g,NP_013103.1,XP_500232.1,Cms1p,YALI0A19140p,0.9896907216494846
2523,NP_013104.1,YLR004C,XP_502810.1,YALI0_D13970g,NP_013104.1,XP_502810.1,Thi73p,YALI0D13970p,0.8986615678776291
2524,NP_013105.1,YLR005W,XP_503336.1,YALI0_D26862g,NP_013105.1,XP_503336.1,TFIIH/NER complex subunit SSL1,YALI0D26862p,0.945770065075922
2525,NP_013106.1,YLR006C,XP_505177.1,YALI0_F08789g,NP_013106.1,XP_505177.1,mitogen-activated protein kinase kinase kinase SSK1,YALI0F08789p,0.2654494382022472
2526,NP_013108.1,YLR008C,XP_501988.1,YALI0_C18733g,NP_013108.1,XP_501988.1,Pam18p,YALI0C18733p,0.6130952380952381
2527,NP_013109.1,YLR009W,XP_500693.1,YALI0_B09779g,NP_013109.1,XP_500693.1,ATPase-activating ribosome biosynthesis protein,ribosome biogenesis protein RLP24,0.7185929648241206
2528,NP_013114.1,YLR014C,XP_500690.1,YALI0_B09713g,NP_013114.1,XP_500690.1,Ppr1p,YALI0B09713p,0.7400442477876106
2529,NP_013115.1,YLR015W,XP_502418.1,YALI0_D04807g,NP_013115.1,XP_502418.1,Bre2p,YALI0D04807p,0.9188118811881189
2530,NP_013116.1,YLR016C,XP_502527.1,YALI0_D07348g,NP_013116.1,XP_502527.1,Pml1p,YALI0D07348p,0.8578431372549019
2531,NP_013117.1,YLR017W,XP_500839.1,YALI0_B13420g,NP_013117.1,XP_500839.1,S-methyl-5-thioadenosine phosphorylase,YALI0B13420p,0.9495548961424332
2532,NP_013118.1,YLR018C,XP_503003.1,YALI0_D18810g,NP_013118.1,XP_503003.1,Pom34p,YALI0D18810p,0.5953177257525084
2533,NP_013119.1,YLR019W,XP_502712.1,YALI0_D11726g,NP_013119.1,XP_502712.1,putative phosphatase,YALI0D11726p,0.4811083123425693
2534,NP_013120.1,YLR020C,XP_503375.1,YALI0_E00528g,NP_013120.1,XP_503375.1,sterol esterase,YALI0E00528p,0.7397769516728625
2535,NP_013122.1,YLR022C,XP_505862.1,YALI0_F25267g,NP_013122.1,XP_505862.1,guanine nucleotide exchange factor SDO1,YALI0F25267p,0.984
2536,NP_013123.1,YLR023C,XP_500751.1,YALI0_B11242g,NP_013123.1,XP_500751.1,Izh3p,YALI0B11242p,0.585635359116022
2537,NP_013124.1,YLR024C,XP_500468.1,YALI0_B03718g,NP_013124.1,XP_500468.1,putative ubiquitin-protein ligase UBR2,YALI0B03718p,0.4823717948717949
